PKR,USD,23/2/2019,1050
PKR,PKR,23/2/2019,1051
PKR,MYR,23/2/2019,1052
PKR,USD,23/2/2019,1053
PKR,USD,23/2/2019,1054
PKR,MYR,23/2/2019,1055
PKR,PKR,23/2/2019,1056
MYR,,23/2/2019,1057
PKR,USD,23/2/2019,1058
EURO,USD,,1059
PKR,USD,23/2/2019,1060
PKR,USD,23/2/2019,1061
USD,MYR,,1062
PKR,USD,23/2/2019,1063
PKR,USD,23/2/2019,1064
MYR,USD,23/2/2019,1065
MYR,MYR,23/2/2019,1066
MYR,USD,23/2/2019,1067
PKR,PKR,23/2/2019,1068
PKR,USD,,1069
PKR,MYR,23/2/2019,1070
PKR,USD,23/2/2019,1071
PKR,PKR,23/2/2019,1072
PKR,MYR,23/2/2019,1073
PKR,USD,23/2/2019,1074
PKR,USD,23/2/2019,1075
PKR,MYR,23/2/2019,1076
PKR,PKR,23/2/2019,1077
MYR,,23/2/2019,1078
PKR,USD,23/2/2019,1079
EURO,USD,,1080
PKR,USD,23/2/2019,1081
PKR,USD,23/2/2019,1082
USD,MYR,,1083
PKR,USD,23/2/2019,1084
PKR,USD,23/2/2019,1085
MYR,USD,23/2/2019,1086
MYR,MYR,23/2/2019,1087
MYR,USD,23/2/2019,1088
PKR,PKR,23/2/2019,1089
PKR,USD,,1090
PKR,MYR,23/2/2019,1091
PKR,USD,23/2/2019,1092
PKR,PKR,23/2/2019,1093
PKR,MYR,23/2/2019,1094
PKR,USD,23/2/2019,1095
PKR,USD,23/2/2019,1096
PKR,MYR,23/2/2019,1097
PKR,PKR,23/2/2019,1098
MYR,,23/2/2019,1099
PKR,USD,23/2/2019,1100
EURO,USD,,1101
PKR,USD,23/2/2019,1102
PKR,USD,23/2/2019,1103
USD,MYR,,1104
PKR,USD,23/2/2019,1105
PKR,USD,23/2/2019,1106
MYR,USD,23/2/2019,1107
MYR,MYR,23/2/2019,1108
MYR,USD,23/2/2019,1109
PKR,PKR,23/2/2019,1110
PKR,USD,,1111
PKR,MYR,23/2/2019,1112
PKR,USD,23/2/2019,1113
PKR,PKR,23/2/2019,1114
PKR,MYR,23/2/2019,1115
PKR,USD,23/2/2019,1116
PKR,USD,23/2/2019,1117
PKR,MYR,23/2/2019,1118
PKR,PKR,23/2/2019,1119
MYR,,23/2/2019,1120
PKR,USD,23/2/2019,1121
EURO,USD,,1122
PKR,USD,23/2/2019,1123
PKR,USD,23/2/2019,1124
USD,MYR,,1125
PKR,USD,23/2/2019,1126
PKR,USD,23/2/2019,1127
MYR,USD,23/2/2019,1128
MYR,MYR,23/2/2019,1129
MYR,USD,23/2/2019,1130
PKR,PKR,23/2/2019,1131
PKR,USD,,1132
PKR,MYR,23/2/2019,1133
PKR,USD,23/2/2019,1134
PKR,PKR,23/2/2019,1135
PKR,MYR,23/2/2019,1136
PKR,USD,23/2/2019,1137
PKR,USD,23/2/2019,1138
PKR,MYR,23/2/2019,1139
PKR,PKR,23/2/2019,1140
MYR,,23/2/2019,1141
PKR,USD,23/2/2019,1142
EURO,USD,,1143
PKR,USD,23/2/2019,1144
PKR,USD,23/2/2019,1145
USD,MYR,,1146
PKR,USD,23/2/2019,1147
PKR,USD,23/2/2019,1148
MYR,USD,23/2/2019,1149
MYR,MYR,23/2/2019,1150
MYR,USD,23/2/2019,1151
PKR,PKR,23/2/2019,1152
PKR,USD,,1153
PKR,MYR,23/2/2019,1154
PKR,USD,23/2/2019,1155
PKR,PKR,23/2/2019,1156
PKR,MYR,23/2/2019,1157
PKR,USD,23/2/2019,1158
PKR,USD,23/2/2019,1159
PKR,MYR,23/2/2019,1160
PKR,PKR,23/2/2019,1161
MYR,,23/2/2019,1162
PKR,USD,23/2/2019,1163
EURO,USD,,1164
PKR,USD,23/2/2019,1165
PKR,USD,23/2/2019,1166
USD,MYR,,1167
PKR,USD,23/2/2019,1168
PKR,USD,23/2/2019,1169
MYR,USD,23/2/2019,1170
MYR,MYR,23/2/2019,1171
MYR,USD,23/2/2019,1172
PKR,PKR,23/2/2019,1173
PKR,USD,,1174
PKR,MYR,23/2/2019,1175
PKR,USD,23/2/2019,1176
PKR,PKR,23/2/2019,1177
PKR,MYR,23/2/2019,1178
PKR,USD,23/2/2019,1179
PKR,USD,23/2/2019,1180
PKR,MYR,23/2/2019,1181
PKR,PKR,23/2/2019,1182
MYR,,23/2/2019,1183
PKR,USD,23/2/2019,1184
EURO,USD,,1185
PKR,USD,23/2/2019,1186
PKR,USD,23/2/2019,1187
USD,MYR,,1188
PKR,USD,23/2/2019,1189
PKR,USD,23/2/2019,1190
MYR,USD,23/2/2019,1191
MYR,MYR,23/2/2019,1192
MYR,USD,23/2/2019,1193
PKR,PKR,23/2/2019,1194
PKR,USD,,1195
PKR,MYR,23/2/2019,1196
PKR,USD,23/2/2019,1197
PKR,PKR,23/2/2019,1198
PKR,MYR,23/2/2019,1199
PKR,USD,23/2/2019,1200
PKR,USD,23/2/2019,1201
PKR,MYR,23/2/2019,1202
PKR,PKR,23/2/2019,1203
MYR,,23/2/2019,1204
PKR,USD,23/2/2019,1205
EURO,USD,,1206
PKR,USD,23/2/2019,1207
PKR,USD,23/2/2019,1208
USD,MYR,,1209
PKR,USD,23/2/2019,1210
PKR,USD,23/2/2019,1211
MYR,USD,23/2/2019,1212
MYR,MYR,23/2/2019,1213
MYR,USD,23/2/2019,1214
PKR,PKR,23/2/2019,1215
PKR,USD,,1216
PKR,MYR,23/2/2019,1217
PKR,USD,23/2/2019,1218
PKR,PKR,23/2/2019,1219
PKR,MYR,23/2/2019,1220
PKR,USD,23/2/2019,1221
PKR,USD,23/2/2019,1222
PKR,MYR,23/2/2019,1223
PKR,PKR,23/2/2019,1224
MYR,,23/2/2019,1225
PKR,USD,23/2/2019,1226
EURO,USD,,1227
PKR,USD,23/2/2019,1228
PKR,USD,23/2/2019,1229
USD,MYR,,1230
PKR,USD,23/2/2019,1231
PKR,USD,23/2/2019,1232
MYR,USD,23/2/2019,1233
MYR,MYR,23/2/2019,1234
MYR,USD,23/2/2019,1235
PKR,PKR,23/2/2019,1236
PKR,USD,,1237
PKR,MYR,23/2/2019,1238
PKR,USD,23/2/2019,1239
PKR,PKR,23/2/2019,1240
PKR,MYR,23/2/2019,1241
PKR,USD,23/2/2019,1242
PKR,USD,23/2/2019,1243
PKR,MYR,23/2/2019,1244
PKR,PKR,23/2/2019,1245
MYR,,23/2/2019,1246
PKR,USD,23/2/2019,1247
EURO,USD,,1248
PKR,USD,23/2/2019,1249
PKR,USD,23/2/2019,1250
USD,MYR,,1251
PKR,USD,23/2/2019,1252
PKR,USD,23/2/2019,1253
MYR,USD,23/2/2019,1254
MYR,MYR,23/2/2019,1255
MYR,USD,23/2/2019,1256
PKR,PKR,23/2/2019,1257
PKR,USD,,1258
PKR,MYR,23/2/2019,1259
PKR,USD,23/2/2019,1260
PKR,PKR,23/2/2019,1261
PKR,MYR,23/2/2019,1262
PKR,USD,23/2/2019,1263
PKR,USD,23/2/2019,1264
PKR,MYR,23/2/2019,1265
PKR,PKR,23/2/2019,1266
MYR,,23/2/2019,1267
PKR,USD,23/2/2019,1268
EURO,USD,,1269
PKR,USD,23/2/2019,1270
PKR,USD,23/2/2019,1271
USD,MYR,,1272
PKR,USD,23/2/2019,1273
PKR,USD,23/2/2019,1274
MYR,USD,23/2/2019,1275
MYR,MYR,23/2/2019,1276
MYR,USD,23/2/2019,1277
PKR,PKR,23/2/2019,1278
PKR,USD,,1279
PKR,MYR,23/2/2019,1280
PKR,USD,23/2/2019,1281
PKR,PKR,23/2/2019,1282
PKR,MYR,23/2/2019,1283
PKR,USD,23/2/2019,1284
PKR,USD,23/2/2019,1285
PKR,MYR,23/2/2019,1286
PKR,PKR,23/2/2019,1287
MYR,,23/2/2019,1288
PKR,USD,23/2/2019,1289
EURO,USD,,1290
PKR,USD,23/2/2019,1291
PKR,USD,23/2/2019,1292
USD,MYR,,1293
PKR,USD,23/2/2019,1294
PKR,USD,23/2/2019,1295
MYR,USD,23/2/2019,1296
MYR,MYR,23/2/2019,1297
MYR,USD,23/2/2019,1298
PKR,PKR,23/2/2019,1299
PKR,USD,,1300
PKR,MYR,23/2/2019,1301
PKR,USD,23/2/2019,1302
PKR,PKR,23/2/2019,1303
PKR,MYR,23/2/2019,1304
PKR,USD,23/2/2019,1305
PKR,USD,23/2/2019,1306
PKR,MYR,23/2/2019,1307
PKR,PKR,23/2/2019,1308
MYR,,23/2/2019,1309
PKR,USD,23/2/2019,1310
EURO,USD,,1311
PKR,USD,23/2/2019,1312
PKR,USD,23/2/2019,1313
USD,MYR,,1314
PKR,USD,23/2/2019,1315
PKR,USD,23/2/2019,1316
MYR,USD,23/2/2019,1317
MYR,MYR,23/2/2019,1318
MYR,USD,23/2/2019,1319
PKR,PKR,23/2/2019,1320
PKR,USD,,1321
PKR,MYR,23/2/2019,1322
PKR,USD,23/2/2019,1323
PKR,PKR,23/2/2019,1324
PKR,MYR,23/2/2019,1325
PKR,USD,23/2/2019,1326
PKR,USD,23/2/2019,1327
PKR,MYR,23/2/2019,1328
PKR,PKR,23/2/2019,1329
MYR,,23/2/2019,1330
PKR,USD,23/2/2019,1331
EURO,USD,,1332
PKR,USD,23/2/2019,1333
PKR,USD,23/2/2019,1334
USD,MYR,,1335
PKR,USD,23/2/2019,1336
PKR,USD,23/2/2019,1337
MYR,USD,23/2/2019,1338
MYR,MYR,23/2/2019,1339
MYR,USD,23/2/2019,1340
PKR,PKR,23/2/2019,1341
PKR,USD,,1342
PKR,MYR,23/2/2019,1343
PKR,USD,23/2/2019,1344
PKR,PKR,23/2/2019,1345
PKR,MYR,23/2/2019,1346
PKR,USD,23/2/2019,1347
PKR,USD,23/2/2019,1348
PKR,MYR,23/2/2019,1349
PKR,PKR,23/2/2019,1350
MYR,,23/2/2019,1351
PKR,USD,23/2/2019,1352
EURO,USD,,1353
PKR,USD,23/2/2019,1354
PKR,USD,23/2/2019,1355
USD,MYR,,1356
PKR,USD,23/2/2019,1357
PKR,USD,23/2/2019,1358
PKR,USD,23/2/2019,1359
PKR,USD,23/2/2019,1360
PKR,USD,23/2/2019,1361
PKR,USD,23/2/2019,1362
PKR,USD,23/2/2019,1363
PKR,USD,23/2/2019,1364
PKR,USD,23/2/2019,1365
PKR,USD,23/2/2019,1366
PKR,USD,23/2/2019,1367
PKR,USD,23/2/2019,1368
PKR,USD,23/2/2019,1369
PKR,USD,23/2/2019,1370
PKR,USD,23/2/2019,1371
PKR,USD,23/2/2019,1372
PKR,USD,23/2/2019,1373
PKR,USD,23/2/2019,1374
PKR,USD,23/2/2019,1375
PKR,USD,23/2/2019,1376
PKR,USD,23/2/2019,1377
PKR,USD,23/2/2019,1378
PKR,USD,23/2/2019,1379
PKR,USD,23/2/2019,1380
PKR,USD,23/2/2019,1381
PKR,USD,23/2/2019,1382
PKR,USD,23/2/2019,1383
PKR,USD,23/2/2019,1384
PKR,USD,23/2/2019,1385
PKR,USD,23/2/2019,1386
PKR,USD,23/2/2019,1387
PKR,USD,23/2/2019,1388
PKR,USD,23/2/2019,1389
PKR,USD,23/2/2019,1390
PKR,USD,23/2/2019,1391
PKR,USD,23/2/2019,1392
PKR,USD,23/2/2019,1393
PKR,USD,23/2/2019,1394
PKR,USD,23/2/2019,1395
PKR,USD,23/2/2019,1396
PKR,USD,23/2/2019,1397
PKR,USD,23/2/2019,1398
PKR,USD,23/2/2019,1399
PKR,USD,23/2/2019,1400
PKR,USD,23/2/2019,1401
PKR,USD,23/2/2019,1402
PKR,USD,23/2/2019,1403
PKR,USD,23/2/2019,1404
PKR,USD,23/2/2019,1405
PKR,USD,23/2/2019,1406
PKR,USD,23/2/2019,1407
PKR,USD,23/2/2019,1408
PKR,USD,23/2/2019,1409
PKR,USD,23/2/2019,1410
PKR,USD,23/2/2019,1411
PKR,USD,23/2/2019,1412
PKR,USD,23/2/2019,1413
PKR,USD,23/2/2019,1414
PKR,USD,23/2/2019,1415
PKR,USD,23/2/2019,1416
PKR,USD,23/2/2019,1417
PKR,USD,23/2/2019,1418
PKR,USD,23/2/2019,1419
PKR,USD,23/2/2019,1420
PKR,USD,23/2/2019,1421
PKR,USD,23/2/2019,1422
PKR,USD,23/2/2019,1423
PKR,USD,23/2/2019,1424
PKR,USD,23/2/2019,1425
PKR,USD,23/2/2019,1426
PKR,USD,23/2/2019,1427
PKR,USD,23/2/2019,1428
PKR,USD,23/2/2019,1429
PKR,USD,23/2/2019,1430
PKR,USD,23/2/2019,1431
PKR,USD,23/2/2019,1432
PKR,USD,23/2/2019,1433
PKR,USD,23/2/2019,1434
PKR,USD,23/2/2019,1435
PKR,USD,23/2/2019,1436
PKR,USD,23/2/2019,1437
PKR,USD,23/2/2019,1438
PKR,USD,23/2/2019,1439
PKR,USD,23/2/2019,1440
PKR,USD,23/2/2019,1441
PKR,USD,23/2/2019,1442
PKR,USD,23/2/2019,1443
PKR,USD,23/2/2019,1444
PKR,USD,23/2/2019,1445
PKR,USD,23/2/2019,1446
PKR,USD,23/2/2019,1447
PKR,USD,23/2/2019,1448
PKR,USD,23/2/2019,1449
PKR,USD,23/2/2019,1450
PKR,USD,23/2/2019,1451
PKR,USD,23/2/2019,1452
PKR,USD,23/2/2019,1453
PKR,USD,23/2/2019,1454
PKR,USD,23/2/2019,1455
PKR,USD,23/2/2019,1456
PKR,USD,23/2/2019,1457
PKR,USD,23/2/2019,1458
PKR,USD,23/2/2019,1459
PKR,USD,23/2/2019,1460
PKR,USD,23/2/2019,1461
PKR,USD,23/2/2019,1462
PKR,USD,23/2/2019,1463
PKR,USD,23/2/2019,1464
PKR,USD,23/2/2019,1465
PKR,USD,23/2/2019,1466
PKR,USD,23/2/2019,1467
PKR,USD,23/2/2019,1468
PKR,USD,23/2/2019,1469
PKR,USD,23/2/2019,1470
PKR,USD,23/2/2019,1471
PKR,USD,23/2/2019,1472
PKR,USD,23/2/2019,1473
PKR,USD,23/2/2019,1474
PKR,USD,23/2/2019,1475
PKR,USD,23/2/2019,1476
PKR,USD,23/2/2019,1477
PKR,USD,23/2/2019,1478
PKR,USD,23/2/2019,1479
PKR,USD,23/2/2019,1480
PKR,USD,23/2/2019,1481
PKR,USD,23/2/2019,1482
PKR,USD,23/2/2019,1483
PKR,USD,23/2/2019,1484
PKR,USD,23/2/2019,1485
PKR,USD,23/2/2019,1486
PKR,USD,23/2/2019,1487
PKR,USD,23/2/2019,1488
PKR,USD,23/2/2019,1489
PKR,USD,23/2/2019,1490
PKR,USD,23/2/2019,1491
PKR,USD,23/2/2019,1492
PKR,USD,23/2/2019,1493
PKR,USD,23/2/2019,1494
PKR,USD,23/2/2019,1495
PKR,USD,23/2/2019,1496
PKR,USD,23/2/2019,1497
PKR,USD,23/2/2019,1498
PKR,USD,23/2/2019,1499
PKR,USD,23/2/2019,1500
PKR,USD,23/2/2019,1501
PKR,USD,23/2/2019,1502
PKR,USD,23/2/2019,1503
PKR,USD,23/2/2019,1504
PKR,USD,23/2/2019,1505
PKR,USD,23/2/2019,1506
PKR,USD,23/2/2019,1507
PKR,USD,23/2/2019,1508
PKR,USD,23/2/2019,1509
PKR,USD,23/2/2019,1510
PKR,USD,23/2/2019,1511
PKR,USD,23/2/2019,1512
PKR,USD,23/2/2019,1513
PKR,USD,23/2/2019,1514
PKR,USD,23/2/2019,1515
PKR,USD,23/2/2019,1516
PKR,USD,23/2/2019,1517
PKR,USD,23/2/2019,1518
PKR,USD,23/2/2019,1519
PKR,USD,23/2/2019,1520
PKR,USD,23/2/2019,1521
PKR,USD,23/2/2019,1522
PKR,USD,23/2/2019,1523
PKR,USD,23/2/2019,1524
PKR,USD,23/2/2019,1525
PKR,USD,23/2/2019,1526
PKR,USD,23/2/2019,1527
PKR,USD,23/2/2019,1528
PKR,USD,23/2/2019,1529
PKR,USD,23/2/2019,1530
PKR,USD,23/2/2019,1531
PKR,USD,23/2/2019,1532
PKR,USD,23/2/2019,1533
PKR,USD,23/2/2019,1534
PKR,USD,23/2/2019,1535
PKR,USD,23/2/2019,1536
PKR,USD,23/2/2019,1537
PKR,USD,23/2/2019,1538
PKR,USD,23/2/2019,1539
PKR,USD,23/2/2019,1540
PKR,USD,23/2/2019,1541
PKR,USD,23/2/2019,1542
PKR,USD,23/2/2019,1543
PKR,USD,23/2/2019,1544
PKR,USD,23/2/2019,1545
PKR,USD,23/2/2019,1546
PKR,USD,23/2/2019,1547
PKR,USD,23/2/2019,1548
PKR,USD,23/2/2019,1549
PKR,USD,23/2/2019,1550
PKR,USD,23/2/2019,1551
PKR,USD,23/2/2019,1552
PKR,USD,23/2/2019,1553
PKR,USD,23/2/2019,1554
PKR,USD,23/2/2019,1555
PKR,USD,23/2/2019,1556
PKR,USD,23/2/2019,1557
PKR,USD,23/2/2019,1558
PKR,USD,23/2/2019,1559
PKR,USD,23/2/2019,1560
PKR,USD,23/2/2019,1561
PKR,USD,23/2/2019,1562
PKR,USD,23/2/2019,1563
PKR,USD,23/2/2019,1564
PKR,USD,23/2/2019,1565
PKR,USD,23/2/2019,1566
PKR,USD,23/2/2019,1567
PKR,USD,23/2/2019,1568
PKR,USD,23/2/2019,1569
PKR,USD,23/2/2019,1570
PKR,USD,23/2/2019,1571
PKR,USD,23/2/2019,1572
PKR,USD,23/2/2019,1573
PKR,USD,23/2/2019,1574
PKR,USD,23/2/2019,1575
PKR,USD,23/2/2019,1576
PKR,USD,23/2/2019,1577
PKR,USD,23/2/2019,1578
PKR,USD,23/2/2019,1579
PKR,USD,23/2/2019,1580
PKR,USD,23/2/2019,1581
PKR,USD,23/2/2019,1582
PKR,USD,23/2/2019,1583
PKR,USD,23/2/2019,1584
PKR,USD,23/2/2019,1585
PKR,USD,23/2/2019,1586
PKR,USD,23/2/2019,1587
PKR,USD,23/2/2019,1588
PKR,USD,23/2/2019,1589
PKR,USD,23/2/2019,1590
PKR,USD,23/2/2019,1591
PKR,USD,23/2/2019,1592
PKR,USD,23/2/2019,1593
PKR,USD,23/2/2019,1594
PKR,USD,23/2/2019,1595
PKR,USD,23/2/2019,1596
PKR,USD,23/2/2019,1597
PKR,USD,23/2/2019,1598
PKR,USD,23/2/2019,1599
PKR,USD,23/2/2019,1600
PKR,USD,23/2/2019,1601
PKR,USD,23/2/2019,1602
PKR,USD,23/2/2019,1603
PKR,USD,23/2/2019,1604
PKR,USD,23/2/2019,1605
PKR,USD,23/2/2019,1606
PKR,USD,23/2/2019,1607
PKR,USD,23/2/2019,1608
PKR,USD,23/2/2019,1609
PKR,USD,23/2/2019,1610
PKR,USD,23/2/2019,1611
PKR,USD,23/2/2019,1612
PKR,USD,23/2/2019,1613
PKR,USD,23/2/2019,1614
PKR,USD,23/2/2019,1615
PKR,USD,23/2/2019,1616
PKR,USD,23/2/2019,1617
PKR,USD,23/2/2019,1618
PKR,USD,23/2/2019,1619
PKR,USD,23/2/2019,1620
PKR,USD,23/2/2019,1621
PKR,USD,23/2/2019,1622
PKR,USD,23/2/2019,1623
PKR,USD,23/2/2019,1624
PKR,USD,23/2/2019,1625
PKR,USD,23/2/2019,1626
PKR,USD,23/2/2019,1627
PKR,USD,23/2/2019,1628
PKR,USD,23/2/2019,1629
PKR,USD,23/2/2019,1630
PKR,USD,23/2/2019,1631
PKR,USD,23/2/2019,1632
PKR,USD,23/2/2019,1633
PKR,USD,23/2/2019,1634
PKR,USD,23/2/2019,1635
PKR,USD,23/2/2019,1636
PKR,USD,23/2/2019,1637
PKR,USD,23/2/2019,1638
PKR,USD,23/2/2019,1639
PKR,USD,23/2/2019,1640
PKR,USD,23/2/2019,1641
PKR,USD,23/2/2019,1642
PKR,USD,23/2/2019,1643
PKR,USD,23/2/2019,1644
PKR,USD,23/2/2019,1645
PKR,USD,23/2/2019,1646
PKR,USD,23/2/2019,1647
PKR,USD,23/2/2019,1648
PKR,USD,23/2/2019,1649
PKR,USD,23/2/2019,1650
PKR,USD,23/2/2019,1651
PKR,USD,23/2/2019,1652
PKR,USD,23/2/2019,1653
PKR,USD,23/2/2019,1654
PKR,USD,23/2/2019,1655
PKR,USD,23/2/2019,1656
PKR,USD,23/2/2019,1657
PKR,USD,23/2/2019,1658
PKR,USD,23/2/2019,1659
PKR,USD,23/2/2019,1660
PKR,USD,23/2/2019,1661
PKR,USD,23/2/2019,1662
PKR,USD,23/2/2019,1663
PKR,USD,23/2/2019,1664
PKR,USD,23/2/2019,1665
PKR,USD,23/2/2019,1666
PKR,USD,23/2/2019,1667
PKR,USD,23/2/2019,1668
PKR,USD,23/2/2019,1669
PKR,USD,23/2/2019,1670
PKR,USD,23/2/2019,1671
PKR,USD,23/2/2019,1672
PKR,USD,23/2/2019,1673
PKR,USD,23/2/2019,1674
PKR,USD,23/2/2019,1675
PKR,USD,23/2/2019,1676
PKR,USD,23/2/2019,1677
PKR,USD,23/2/2019,1678
PKR,USD,23/2/2019,1679
PKR,USD,23/2/2019,1680
PKR,USD,23/2/2019,1681
PKR,USD,23/2/2019,1682
PKR,USD,23/2/2019,1683
PKR,USD,23/2/2019,1684
PKR,USD,23/2/2019,1685
PKR,USD,23/2/2019,1686
PKR,USD,23/2/2019,1687
PKR,USD,23/2/2019,1688
PKR,USD,23/2/2019,1689
PKR,USD,23/2/2019,1690
PKR,USD,23/2/2019,1691
PKR,USD,23/2/2019,1692
PKR,USD,23/2/2019,1693
PKR,USD,23/2/2019,1694
PKR,USD,23/2/2019,1695
PKR,USD,23/2/2019,1696
PKR,USD,23/2/2019,1697
PKR,USD,23/2/2019,1698
PKR,USD,23/2/2019,1699
PKR,USD,23/2/2019,1700
PKR,USD,23/2/2019,1701
PKR,USD,23/2/2019,1702
PKR,USD,23/2/2019,1703
PKR,USD,23/2/2019,1704
PKR,USD,23/2/2019,1705
PKR,USD,23/2/2019,1706
PKR,USD,23/2/2019,1707
PKR,USD,23/2/2019,1708
PKR,USD,23/2/2019,1709
PKR,USD,23/2/2019,1710
PKR,USD,23/2/2019,1711
PKR,USD,23/2/2019,1712
PKR,USD,23/2/2019,1713
PKR,USD,23/2/2019,1714
PKR,USD,23/2/2019,1715
PKR,USD,23/2/2019,1716
PKR,USD,23/2/2019,1717
PKR,USD,23/2/2019,1718
PKR,USD,23/2/2019,1719
PKR,USD,23/2/2019,1720
PKR,USD,23/2/2019,1721
PKR,USD,23/2/2019,1722
PKR,USD,23/2/2019,1723
PKR,USD,23/2/2019,1724
PKR,USD,23/2/2019,1725
PKR,USD,23/2/2019,1726
PKR,USD,23/2/2019,1727
PKR,USD,23/2/2019,1728
PKR,USD,23/2/2019,1729
PKR,USD,23/2/2019,1730
PKR,USD,23/2/2019,1731
PKR,USD,23/2/2019,1732
PKR,USD,23/2/2019,1733
PKR,USD,23/2/2019,1734
PKR,USD,23/2/2019,1735
PKR,USD,23/2/2019,1736
PKR,USD,23/2/2019,1737
PKR,USD,23/2/2019,1738
PKR,USD,23/2/2019,1739
PKR,USD,23/2/2019,1740
PKR,USD,23/2/2019,1741
PKR,USD,23/2/2019,1742
PKR,USD,23/2/2019,1743
PKR,USD,23/2/2019,1744
PKR,USD,23/2/2019,1745
PKR,USD,23/2/2019,1746
PKR,USD,23/2/2019,1747
PKR,USD,23/2/2019,1748
PKR,USD,23/2/2019,1749
PKR,USD,23/2/2019,1750
PKR,USD,23/2/2019,1751
PKR,USD,23/2/2019,1752
PKR,USD,23/2/2019,1753
PKR,USD,23/2/2019,1754
PKR,USD,23/2/2019,1755
PKR,USD,23/2/2019,1756
PKR,USD,23/2/2019,1757
PKR,USD,23/2/2019,1758
PKR,USD,23/2/2019,1759
PKR,USD,23/2/2019,1760
PKR,USD,23/2/2019,1761
PKR,USD,23/2/2019,1762
PKR,USD,23/2/2019,1763
PKR,USD,23/2/2019,1764
PKR,USD,23/2/2019,1765
PKR,USD,23/2/2019,1766
PKR,USD,23/2/2019,1767
PKR,USD,23/2/2019,1768
PKR,USD,23/2/2019,1769
PKR,USD,23/2/2019,1770
PKR,USD,23/2/2019,1771
PKR,USD,23/2/2019,1772
PKR,USD,23/2/2019,1773
PKR,USD,23/2/2019,1774
PKR,USD,23/2/2019,1775
PKR,USD,23/2/2019,1776
PKR,USD,23/2/2019,1777
PKR,USD,23/2/2019,1778
PKR,USD,23/2/2019,1779
PKR,USD,23/2/2019,1780
PKR,USD,23/2/2019,1781
PKR,USD,23/2/2019,1782
PKR,USD,23/2/2019,1783
PKR,USD,23/2/2019,1784
PKR,USD,23/2/2019,1785
PKR,USD,23/2/2019,1786
PKR,USD,23/2/2019,1787
PKR,USD,23/2/2019,1788
PKR,USD,23/2/2019,1789
PKR,USD,23/2/2019,1790
PKR,USD,23/2/2019,1791
PKR,USD,23/2/2019,1792
PKR,USD,23/2/2019,1793
PKR,USD,23/2/2019,1794
PKR,USD,23/2/2019,1795
PKR,USD,23/2/2019,1796
PKR,USD,23/2/2019,1797
PKR,USD,23/2/2019,1798
PKR,USD,23/2/2019,1799
PKR,USD,23/2/2019,1800
PKR,USD,23/2/2019,1801
PKR,USD,23/2/2019,1802
PKR,USD,23/2/2019,1803
PKR,USD,23/2/2019,1804
PKR,USD,23/2/2019,1805
PKR,USD,23/2/2019,1806
PKR,USD,23/2/2019,1807
PKR,USD,23/2/2019,1808
PKR,USD,23/2/2019,1809
PKR,USD,23/2/2019,1810
PKR,USD,23/2/2019,1811
PKR,USD,23/2/2019,1812
PKR,USD,23/2/2019,1813
PKR,USD,23/2/2019,1814
PKR,USD,23/2/2019,1815
PKR,USD,23/2/2019,1816
